id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
223_2211_223	C25H62N12O3S	[M - H]-	Amino acids and Peptides	0.819617509841919	Small peptides	0.7624837160110474	Tripeptides	0.7499395608901978	Oligopeptides	0.5823740363121033	Peptides	0.9912278652191162	Amino acids, peptides, and analogues	0.9995468258857727	Carboxylic acids and derivatives	0.9995338916778564	Organic acids and derivatives	0.9999786615371704	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Sulfenyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
99_2211_99	C7H12N3O2	[M - H]-	Amino acids and Peptides	0.6699188351631165	Small peptides	0.733229398727417	Aminoacids	0.7081689834594727	Amino acids and derivatives	0.7173588871955872	Amino acids and derivatives	0.7173588871955872	Amino acids, peptides, and analogues	0.7195661067962646	Carboxylic acids and derivatives	0.9993782043457031	Organic acids and derivatives	0.9998512268066406	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
391_2211_391	C27H48O5	[M - H4O2 - H]-	Fatty acids	0.6658080816268921	Steroids	0.5707621574401855	Prostaglandins	0.5983087420463562	Hydroxy bile acids, alcohols and derivatives	0.8075177073478699	Hydroxy bile acids, alcohols and derivatives	0.8075177073478699	Bile acids, alcohols and derivatives	0.8446943163871765	Steroids and steroid derivatives	0.6868252158164978	Lipids and lipid-like molecules	0.99332195520401	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Fatty alcohols; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Cyclopentanols; 3-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
257_2211_257	C28H46O6	[M - H]-	Terpenoids	0.9207310080528259	Triterpenoids	0.8079503178596497	Lupane triterpenoids	0.5299521684646606	Triterpenoids	0.6391413807868958			Triterpenoids	0.6391413807868958	Prenol lipids	0.8408060669898987	Lipids and lipid-like molecules	0.9909631609916687	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Steroid acids; 4-carboxy steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
158_2211_158	C20H28O5	[M - H]-	Terpenoids	0.8787632584571838	Diterpenoids	0.8678554892539978	Labdane diterpenoids	0.5495319962501526	Diterpene lactones	0.7430387735366821	Diterpene lactones	0.7430387735366821	Terpene lactones	0.7175893187522888	Prenol lipids	0.9221622943878174	Lipids and lipid-like molecules	0.8475345373153687	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Secondary alcohols; Colensane and clerodane diterpenoids; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
211_2211_211	C36H64O6	[M - H]-	Fatty acids	0.5997259020805359	Fatty Acids and Conjugates	0.47658461332321167	Fatty acid estolides	0.1813337355852127	Very long-chain fatty acids	0.7718835473060608	Very long-chain fatty acids	0.7718835473060608	Fatty acids and conjugates	0.8180819153785706	Fatty Acyls	0.938712477684021	Lipids and lipid-like molecules	0.9526698589324951	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
353_2211_353	C19H21FN4O2	[M - H]-	Alkaloids	0.8625451922416687	Tryptophan alkaloids	0.16077087819576263	Carboline alkaloids	0.2564448416233063	Amino acids	0.9617264270782471	Amino acids and derivatives	0.9758102893829346	Amino acids, peptides, and analogues	0.9762423038482666	Carboxylic acids and derivatives	0.9994319081306458	Organic acids and derivatives	0.9998279809951782	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Aminoquinolines and derivatives; Quinolones and derivatives; Pyridines and derivatives; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Aminopyridines and derivatives; Organooxygen compounds; Amino acids and derivatives; Aryl fluorides; Monocarboxylic acids and derivatives; Fluoroquinolones; Carboxylic acids; Quinolines and derivatives; Pyridinecarboxylic acids and derivatives; Organofluorides; Dialkylamines; Diazinanes; Pyridinecarboxylic acids; Benzenoids; Amines; Secondary amines; Tertiary amines; Tertiary alkylarylamines; Quinoline carboxylic acids; Aryl halides; N-arylpiperazines; Imidolactams; Vinylogous amides; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Haloquinolines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
141_2211_141	C20H34O5	[M + CH2O2 - H]-	Fatty acids	0.6490674018859863	Eicosanoids	0.8347424864768982	Colensane and Clerodane diterpenoids	0.7225196957588196	Prostaglandins and related compounds	0.6077172160148621	Prostaglandins and related compounds	0.6077172160148621	Eicosanoids	0.6444844603538513	Fatty Acyls	0.9448867440223694	Lipids and lipid-like molecules	0.9751111268997192	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
180_2211_180	C17H23FN4O2	[M - H4O2 - H]-	Alkaloids	0.6185775399208069	Tryptophan alkaloids	0.5377275347709656	Carboline alkaloids	0.3080686032772064	Amino acids and derivatives	0.6876566410064697	Amino acids and derivatives	0.6876566410064697	Amino acids, peptides, and analogues	0.6924924850463867	Carboxylic acids and derivatives	0.8802568912506104	Organic acids and derivatives	0.9194294810295105	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Aryl halides; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
268_2211_268	C26H34N6O4S	[M + CH2O2 - H]-	Alkaloids	0.551755428314209	Tryptophan alkaloids	0.23083259165287018	Carboline alkaloids	0.14797049760818481	Amino acids and derivatives	0.6507701277732849	Amino acids and derivatives	0.6507701277732849	Amino acids, peptides, and analogues	0.6787770390510559	Carboxylic acids and derivatives	0.6468717455863953	Organic acids and derivatives	0.9979516863822937	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Sulfonyls; Organosulfonamides; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
125_2211_125	C18H32O6	[M - H2O - H]-	Fatty acids	0.9218796491622925	Eicosanoids	0.8281144499778748	Thromboxanes	0.5223401784896851	Prostaglandins and related compounds	0.8363298177719116	Prostaglandins and related compounds	0.8363298177719116	Eicosanoids	0.890652060508728	Fatty Acyls	0.9965208768844604	Lipids and lipid-like molecules	0.9954878687858582	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
145_2211_145	C28H44N4O4	[M - H]-	Amino acids and Peptides	0.5171777606010437	Small peptides	0.0838044211268425	Ansa peptide alkaloids	0.11855268478393555	Alpha amino acid amides	0.6750553846359253	Amino acids and derivatives	0.9593344926834106	Amino acids, peptides, and analogues	0.966697096824646	Carboxylic acids and derivatives	0.9943084120750427	Organic acids and derivatives	0.9998694658279419	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
458_2211_458	C39H56N2O5	[M + Cl]-	Terpenoids	0.6610783934593201	Pseudoalkaloids	0.3646748661994934	Steroidal alkaloids	0.6438648104667664	Steroids and steroid derivatives	0.6856501698493958					Steroids and steroid derivatives	0.6856501698493958	Lipids and lipid-like molecules	0.6261518597602844	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Piperidines; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Benzenoids; Amines; Tertiary amines; Alkanolamines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
284_2211_284	C28H52O9	[M + CH2O2 - H]-	Fatty acids	0.9315473437309265	Glycerolipids	0.9517506957054138	Glycosylmonoacylglycerols	0.8255859613418579	Glycosylglycerols	0.992746889591217			Glycosylglycerols	0.992746889591217	Glycerolipids	0.98715740442276	Lipids and lipid-like molecules	0.9998481273651123	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
81_2211_81	C21H14N4O3	[M - H]-	Alkaloids	0.6935332417488098	Anthranilic acid alkaloids	0.2268163114786148	Phenazine alkaloids	0.33208516240119934	Benzodioxoles	0.6123467683792114					Benzodioxoles	0.6123467683792114	Organoheterocyclic compounds	0.9996209144592285	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Lactams; Ethers; Organonitrogen compounds; Benzodioxoles; Organooxygen compounds; Azoles; Diazines; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
429_2211_429	C34H58O8	[M - H]-	Fatty acids	0.7473189830780029	Eicosanoids	0.6625034213066101	Thromboxanes	0.618600606918335	Thromboxanes	0.5281999707221985	Thromboxanes	0.5281999707221985	Eicosanoids	0.5258761048316956	Fatty Acyls	0.972823441028595	Lipids and lipid-like molecules	0.9855185747146606	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Thromboxanes; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
399_2211_399	C20H42N4O3	[M + Cl]-	Fatty acids	0.546082615852356	Fatty amides	0.26706933975219727	N-acyl amines	0.32930994033813477	Fatty Acyls	0.5900552272796631					Fatty Acyls	0.5900552272796631	Lipids and lipid-like molecules	0.4419243037700653	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
291_2211_291	C30H38N4O3	[M - H]-	Alkaloids	0.6211329698562622	Nicotinic acid alkaloids	0.11873727291822433	Pyridine alkaloids	0.11102728545665741	Amino acids and derivatives	0.5218778848648071	Amino acids and derivatives	0.5218778848648071	Amino acids, peptides, and analogues	0.5429205298423767	Carboxylic acids and derivatives	0.64020174741745	Organic acids and derivatives	0.8895142674446106	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
