id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
99_2211_99	C7H12N3O2	[M - H]-	Amino acids and Peptides	0.6699188351631165	Small peptides	0.733229398727417	Aminoacids	0.7081689834594727	Amino acids and derivatives	0.7173588871955872	Amino acids and derivatives	0.7173588871955872	Amino acids, peptides, and analogues	0.7195661067962646	Carboxylic acids and derivatives	0.9993782043457031	Organic acids and derivatives	0.9998512268066406	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
158_2211_158	C20H28O5	[M - H]-	Terpenoids	0.8787632584571838	Diterpenoids	0.8678554892539978	Labdane diterpenoids	0.5495319962501526	Diterpene lactones	0.7430387735366821	Diterpene lactones	0.7430387735366821	Terpene lactones	0.7175893187522888	Prenol lipids	0.9221622943878174	Lipids and lipid-like molecules	0.8475345373153687	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Secondary alcohols; Colensane and clerodane diterpenoids; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
257_2211_257	C28H46O6	[M - H]-	Terpenoids	0.9207310080528259	Triterpenoids	0.8079503178596497	Lupane triterpenoids	0.5299521684646606	Triterpenoids	0.6391413807868958			Triterpenoids	0.6391413807868958	Prenol lipids	0.8408060669898987	Lipids and lipid-like molecules	0.9909631609916687	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Steroid acids; 4-carboxy steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
125_2211_125	C18H32O6	[M - H2O - H]-	Fatty acids	0.9218796491622925	Eicosanoids	0.8281144499778748	Thromboxanes	0.5223401784896851	Prostaglandins and related compounds	0.8363298177719116	Prostaglandins and related compounds	0.8363298177719116	Eicosanoids	0.890652060508728	Fatty Acyls	0.9965208768844604	Lipids and lipid-like molecules	0.9954878687858582	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
211_2211_211	C36H66O7	[M - H2O - H]-	Polyketides	0.30006855726242065	Linear polyketides	0.1831504851579666	Open-chain polyketides	0.18487858772277832	Very long-chain fatty acids	0.5479734539985657	Very long-chain fatty acids	0.5479734539985657	Fatty acids and conjugates	0.6415454149246216	Fatty Acyls	0.8999711871147156	Lipids and lipid-like molecules	0.9294673204421997	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
145_2211_145	C28H44N4O4	[M - H]-	Amino acids and Peptides	0.5171777606010437	Small peptides	0.0838044211268425	Ansa peptide alkaloids	0.11855268478393555	Alpha amino acid amides	0.6750553846359253	Amino acids and derivatives	0.9593344926834106	Amino acids, peptides, and analogues	0.966697096824646	Carboxylic acids and derivatives	0.9943084120750427	Organic acids and derivatives	0.9998694658279419	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
141_2211_141	C20H34O5	[M + CH2O2 - H]-	Fatty acids	0.6490674018859863	Eicosanoids	0.8347424864768982	Colensane and Clerodane diterpenoids	0.7225196957588196	Prostaglandins and related compounds	0.6077172160148621	Prostaglandins and related compounds	0.6077172160148621	Eicosanoids	0.6444844603538513	Fatty Acyls	0.9448867440223694	Lipids and lipid-like molecules	0.9751111268997192	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
180_2211_180	C16H30O5S	[M - H4O2 - H]-	Fatty acids	0.8124035596847534	Fatty Acids and Conjugates	0.8448615074157715	Carbocyclic fatty acids	0.9835609197616577	Benzenesulfonic acids and derivatives	0.9959409236907959			Benzenesulfonic acids and derivatives	0.9959409236907959	Benzene and substituted derivatives	0.9622029066085815	Benzenoids	0.981067419052124	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Benzenesulfonic acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonic acids; Carboxylic acids; Carbonyl compounds; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities
284_2211_284	C29H56O12	[M - H2O - H]-	Fatty acids	0.6976222395896912	Glycerolipids	0.5786800980567932	Glycosylmonoacylglycerols	0.7210587859153748	Sophorolipids	0.5470476150512695	Sophorolipids	0.5470476150512695	Fatty acyl glycosides	0.6625030636787415	Fatty Acyls	0.970649003982544	Lipids and lipid-like molecules	0.9906548857688904	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Sophorolipids; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
81_2211_81	C21H18N4O5	[M - H4O2 - H]-	Alkaloids	0.6747971773147583	Tyrosine alkaloids	0.531054675579071	Pyridine alkaloids	0.28829339146614075	Benzodioxoles	0.6826188564300537					Benzodioxoles	0.6826188564300537	Organoheterocyclic compounds	0.9994626641273499	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzodioxoles; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
458_2211_458	C40H54N4O6	[M - H2O - H]-	Amino acids and Peptides	0.6460829973220825	Oligopeptides	0.33492013812065125	Cyclic peptides	0.4775668978691101	Alpha amino acids and derivatives	0.7124646902084351	Amino acids and derivatives	0.8984081149101257	Amino acids, peptides, and analogues	0.9146533608436584	Carboxylic acids and derivatives	0.9911244511604309	Organic acids and derivatives	0.9991217255592346	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
429_2211_429	C34H58O8	[M - H]-	Fatty acids	0.7473189830780029	Eicosanoids	0.6625034213066101	Thromboxanes	0.618600606918335	Thromboxanes	0.5281999707221985	Thromboxanes	0.5281999707221985	Eicosanoids	0.5258761048316956	Fatty Acyls	0.972823441028595	Lipids and lipid-like molecules	0.9855185747146606	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Thromboxanes; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
399_2211_399	C20H42N4O3	[M + Cl]-	Fatty acids	0.546082615852356	Fatty amides	0.26706933975219727	N-acyl amines	0.32930994033813477	Fatty Acyls	0.5900552272796631					Fatty Acyls	0.5900552272796631	Lipids and lipid-like molecules	0.4419243037700653	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
291_2211_291	C30H38N4O3	[M - H]-	Alkaloids	0.6211329698562622	Nicotinic acid alkaloids	0.11873727291822433	Pyridine alkaloids	0.11102728545665741	Amino acids and derivatives	0.5218778848648071	Amino acids and derivatives	0.5218778848648071	Amino acids, peptides, and analogues	0.5429205298423767	Carboxylic acids and derivatives	0.64020174741745	Organic acids and derivatives	0.8895142674446106	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
347_2211_347	C40H53NO3	[M - H]-	Fatty acids	0.6806878447532654	Sphingolipids	0.5248053073883057	Ceramides	0.5515943169593811	Sphingolipids	0.5169957280158997					Sphingolipids	0.5169957280158997	Lipids and lipid-like molecules	0.8792595267295837	Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
129_2211_129	C20H18O5	[M - H]-	Shikimates and Phenylpropanoids	0.67899489402771	Isoflavonoids	0.5518659353256226	Isoflavones	0.581508457660675	6-prenylated isoflavanones	0.6205617785453796	Isoflavanones	0.5448504686355591	Isoflavans	0.5189361572265625	Isoflavonoids	0.569801926612854	Phenylpropanoids and polyketides	0.8017053008079529	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Isoflavones; Isoflavans; Tertiary alcohols; Furanochromones; Isoflavanones; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; Isoflav-2-enes; 1-benzopyrans; 6-prenylated isoflavanones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyisoflavonoids; Coumarans; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
50_2211_50	C8H16N4O4	[M + Cl]-	Alkaloids	0.6520083546638489	Pseudoalkaloids	0.6226407289505005	Purine alkaloids	0.5145300626754761	N-substituted imidazoles	0.5846931338310242	Substituted imidazoles	0.7713286876678467	Imidazoles	0.8286345601081848	Azoles	0.9127412438392639	Organoheterocyclic compounds	0.9885408282279968	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Substituted imidazoles; N-substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
256_2211_256	C21H40N4O4	[M + Cl]-	Alkaloids	0.5438089370727539	Guanidine alkaloids	0.2027353048324585	Bicyclic guanidine alkaloids	0.15487730503082275	Amino acids and derivatives	0.6301569938659668	Amino acids and derivatives	0.6301569938659668	Amino acids, peptides, and analogues	0.6375588774681091	Carboxylic acids and derivatives	0.9189072847366333	Organic acids and derivatives	0.9914244413375854	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Carboximidamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
440_2211_440	C34H64O6	[M - H]-	Fatty acids	0.8426827788352966	Fatty Acids and Conjugates	0.37765973806381226	Other Octadecanoids	0.19101357460021973	Very long-chain fatty acids	0.5135254859924316	Very long-chain fatty acids	0.5135254859924316	Fatty acids and conjugates	0.8564229607582092	Fatty Acyls	0.9927200078964233	Lipids and lipid-like molecules	0.9952396154403687	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Unsaturated fatty acids; Hydroxy fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
