id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
50_2211_50	C11H12N2O4	[M + Cl]-	Alkaloids	0.6213318109512329	Peptide alkaloids	0.2978445887565613	Simple diketopiperazine alkaloids	0.2214040458202362	Alpha amino acids and derivatives	0.6371661424636841	Amino acids and derivatives	0.5496739149093628	Amino acids, peptides, and analogues	0.5528325438499451	Carboxylic acids and derivatives	0.784441351890564	Organic acids and derivatives	0.96340012550354	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid derivatives; Imidazolidinediones; Carbonyl compounds; N-acyl ureas; Hydantoins; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
497_2211_497	C56H96O8	[M - H]-	Terpenoids	0.7784703373908997	Triterpenoids	0.3402591049671173	Lupane triterpenoids	0.20323847234249115	Fatty alcohols	0.5008497834205627			Fatty alcohols	0.5008497834205627	Fatty Acyls	0.7184029221534729	Lipids and lipid-like molecules	0.9601829051971436	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
268_2211_268	C30H44O6	[M - H]-	Terpenoids	0.9174991846084595	Triterpenoids	0.9646269083023071	Ursane and Taraxastane triterpenoids	0.5434726476669312	Triterpenoids	0.6485736966133118			Triterpenoids	0.6485736966133118	Prenol lipids	0.9166836738586426	Lipids and lipid-like molecules	0.9415846467018127	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Carbonyl compounds; 16-hydroxysteroids; Steroid acids; 3-carboxy steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
502_2211_502	C28H50O5	[M - H4O2 - H]-	Terpenoids	0.9320119619369507	Steroids	0.8505199551582336	Cholestane steroids	0.7477396130561829	Trihydroxy bile acids, alcohols and derivatives	0.7026232481002808	Hydroxy bile acids, alcohols and derivatives	0.9681623578071594	Bile acids, alcohols and derivatives	0.974010705947876	Steroids and steroid derivatives	0.9847593903541565	Lipids and lipid-like molecules	0.9975000023841858	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Trihydroxy bile acids, alcohols and derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Steroid acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
186_2211_186	C36H54N6O6	[M - H]-	Amino acids and Peptides	0.5622659921646118	Oligopeptides	0.6440383791923523	Cyclic peptides	0.6628841757774353	Alpha amino acids and derivatives	0.8849692940711975	Amino acids and derivatives	0.9746672511100769	Amino acids, peptides, and analogues	0.9787730574607849	Carboxylic acids and derivatives	0.9977885484695435	Organic acids and derivatives	0.9998952150344849	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Diazinanes; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
105_2211_105	C13H17IN2O2	[M + Cl]-	Alkaloids	0.5779315829277039	Small peptides	0.41087591648101807	Pyridine alkaloids	0.2216004729270935	Iodobenzenes	0.8026675581932068	Iodobenzenes	0.8026675581932068	Halobenzenes	0.6025417447090149	Benzene and substituted derivatives	0.6769049763679504	Benzenoids	0.6303155422210693	Organic compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl iodides; Iodobenzenes; Organoiodides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
511_2211_511	C31H53NO6	[M - H]-	Terpenoids	0.657600462436676	Steroids	0.6421686410903931	Cholane steroids	0.4076193869113922	Hydroxy bile acids, alcohols and derivatives	0.9351597428321838	Hydroxy bile acids, alcohols and derivatives	0.9351597428321838	Bile acids, alcohols and derivatives	0.9532247185707092	Steroids and steroid derivatives	0.8601441383361816	Lipids and lipid-like molecules	0.8775476813316345	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Amines; 3-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
236_2211_236	C26H46O7	[M - H4O2 - H]-	Terpenoids	0.8167849779129028	Steroids	0.8175408244132996	Cholane steroids	0.5510742664337158	Trihydroxy bile acids, alcohols and derivatives	0.7860914468765259	Hydroxy bile acids, alcohols and derivatives	0.9806071519851685	Bile acids, alcohols and derivatives	0.9862112998962402	Steroids and steroid derivatives	0.9652209877967834	Lipids and lipid-like molecules	0.9958890080451965	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Trihydroxy bile acids, alcohols and derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Steroid acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
491_2211_491	C44H74O12	[M - H]-	Polyketides	0.9076920747756958	Macrolides	0.6934368014335632	Oligomycins	0.6612546443939209	Macrolides and analogues	0.7957482933998108					Macrolides and analogues	0.7957482933998108	Phenylpropanoids and polyketides	0.6120485663414001	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities
145_2211_145	C29H46O6	[M - H2O - H]-	Terpenoids	0.8966827392578125	Triterpenoids	0.9162932634353638	Ursane and Taraxastane triterpenoids	0.6057230830192566	Triterpenoids	0.7670762538909912			Triterpenoids	0.7670762538909912	Prenol lipids	0.9177987575531006	Lipids and lipid-like molecules	0.9658858776092529	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Tertiary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Steroid acids; 3-carboxy steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
446_2211_446	C31H49NO6	[M - H]-	Polyketides	0.5308083295822144	Macrolides	0.5637573003768921	Cholane steroids	0.36080655455589294	Hydroxy bile acids, alcohols and derivatives	0.7816344499588013	Hydroxy bile acids, alcohols and derivatives	0.7816344499588013	Bile acids, alcohols and derivatives	0.8588840365409851	Steroids and steroid derivatives	0.6307728886604309	Lipids and lipid-like molecules	0.8624652028083801	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
591_2211_591	C42H83N3O3	[M + Cl]-	Fatty acids	0.9407011866569519	Sphingolipids	0.9628069996833801	Ceramides	0.991716206073761	Long-chain ceramides	0.5085664987564087	Long-chain ceramides	0.5085664987564087	Ceramides	0.9844611287117004	Sphingolipids	0.9941872358322144	Lipids and lipid-like molecules	0.9841150045394897	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
67_2211_67	C13H18O5	[M - H]-	Terpenoids	0.5071569085121155	Sesquiterpenoids	0.28119826316833496	Paraconic acids and derivatives	0.102772057056427	Dicarboxylic acids and derivatives	0.8869131207466125			Dicarboxylic acids and derivatives	0.8869131207466125	Carboxylic acids and derivatives	0.9981693029403687	Organic acids and derivatives	0.9998185038566589	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
429_2211_429	C30H52O6	[M - H]-	Terpenoids	0.8557842969894409	Triterpenoids	0.7915845513343811	Cycloartane triterpenoids	0.32396116852760315	Triterpenoids	0.6946877837181091			Triterpenoids	0.6946877837181091	Prenol lipids	0.8326857686042786	Lipids and lipid-like molecules	0.972614586353302	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Steroid acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
112_2211_112	C23H38O7	[M - H2O - H]-	Fatty acids	0.9313623309135437	Eicosanoids	0.9790027141571045	Prostaglandins	0.9514975547790527	Prostaglandins and related compounds	0.9779316782951355	Prostaglandins and related compounds	0.9779316782951355	Eicosanoids	0.9699763655662537	Fatty Acyls	0.9944433569908142	Lipids and lipid-like molecules	0.9957019686698914	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
606_2211_606	C43H85NO7	[M - H]-	Fatty acids	0.9401416182518005	Sphingolipids	0.9859274625778198	Ceramides	0.9651959538459778	Long-chain ceramides	0.5132917761802673	Long-chain ceramides	0.5132917761802673	Ceramides	0.9628247618675232	Sphingolipids	0.9944887161254883	Lipids and lipid-like molecules	0.9788836240768433	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Polyols; Phytoceramides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
626_2211_626	C7H7Cl3O4	[M + Br]-	Shikimates and Phenylpropanoids	0.572870135307312	Phenolic acids (C6-C1)	0.7404366731643677	Simple phenolic acids	0.6428030133247375	Dichlorobenzoic acids	0.5104827880859375	Benzoic acids	0.5752263069152832	Benzoic acids and derivatives	0.558144211769104	Benzene and substituted derivatives	0.9519246220588684	Benzenoids	0.7190515398979187	Organic compounds; Halobenzenes; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Alkyl chlorides; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Benzoic acids; Dichlorobenzoic acids; Chlorophenols; M-chlorophenols; O-chlorophenols; P-chlorophenols; Aryl halides; Vinyl halides; Halobenzoic acids and derivatives; Halobenzoic acids; 3-halobenzoic acids and derivatives; 3-halobenzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
288_2211_288	C30H50O5	[M - H2O - H]-	Terpenoids	0.9472333788871765	Triterpenoids	0.9953265190124512	Oleanane triterpenoids	0.6338462829589844	Triterpenoids	0.9840320944786072			Triterpenoids	0.9840320944786072	Prenol lipids	0.987079381942749	Lipids and lipid-like molecules	0.9554123282432556	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
527_2211_527	C30H52O6	[M - H2O - H]-	Terpenoids	0.9359906315803528	Triterpenoids	0.7546693682670593	Cycloartane triterpenoids	0.6543558835983276	Triterpenoids	0.6675058007240295			Triterpenoids	0.6675058007240295	Prenol lipids	0.7224807739257812	Lipids and lipid-like molecules	0.9890974760055542	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 12-hydroxysteroids; Steroid acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
622_2211_622	CH5BBrO3	[M - H4O2 - H]-	Shikimates and Phenylpropanoids	0.5544798970222473	Fatty acyls	0.5484204888343811	Fatty alcohols	0.11344912648200989	Pentaorganoarsanes	0.7019911408424377	Pentavalent organic arsenic compounds	0.7058976888656616	Organoarsenic compounds	0.7885105609893799	Organometalloid compounds	0.9968397617340088	Organometallic compounds	0.9968329071998596	Organic compounds; Organic acids and derivatives; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Chemical entities
