rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
11	1	4	5	0.4620284834765063	-676.5311883270573	0.807035175879397	15.62394719295026	C38H42N4O8	[M - H]-	SLZIAOCXRLDVLI	InChI=1S/C38H42N4O8/c1-4-27(44)41-25-11-13-34-12-6-16-40-18-15-36(25,38(34,40)50-29(46)20-34)22-19-23(33(49-3)32(47)31(22)41)35-14-17-39(2)26-9-10-28(45)42(37(26,35)48)30-21(35)7-5-8-24(30)43/h5-8,12,19,25-26,43,47-48H,4,9-11,13-18,20H2,1-3H3	null	CCC(=O)N1C2CCC34CC(=O)OC35C2(CCN5CC=C4)C6=CC(=C(C(=C61)O)OC)C78CCN(C9C7(N(C(=O)CC9)C1=C8C=CC=C1O)O)C	2.0999999	21628785;102278015	COCONUT:(CNP0190466);Natural Products:(UNPD106989);PubChem:(21628785 102278015);2304_LOTUS_DNP:(Aspidosperma type)	2129922	681.2958984375	353.936	424_2211_424
12	1	1	1	0.45277063244127963	-5.966536684904478	0.9999999999999999	23.74234693861446	C11H20O4	[M - H]-	LWBHHRRTOZQPDM	InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)	bmse000847	C(CCCCC(=O)O)CCCCC(=O)O	2.61212873	15816;6992916;12400842;57459457	HMDB:(888);SuperNatural:(SN00002337 SN00232703);ZINC bio:(ZINC01593115);additional;PubMed;2304_LOTUS_DNP:(undecanedioic acid);NORMAN:(NS00002110);COCONUT:(CNP0292095 CNP0421436);Natural Products:(UNPD161504);PubChem:(15816 6992916 12400842 57459457);CHEBI:(73713);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	87875690	215.12815856933594	148.76	91_2211_91
13	1	1	2	0.42203707074479196	-277.0964209175125	0.8994974874371859	19.32952303337157	C34H36N4O3	[M - H]-	KWPRIYSXNYEDAX	InChI=1S/C34H36N4O3/c1-2-3-4-12-19-35-32(39)28(20-22-13-6-5-7-14-22)37-33(40)29-21-26-23-15-10-11-18-27(23)36-30(26)31-24-16-8-9-17-25(24)34(41)38(29)31/h5-11,13-18,28-29,31,36H,2-4,12,19-21H2,1H3,(H,35,39)(H,37,40)	null	CCCCCCNC(=O)C(CC1=CC=CC=C1)NC(=O)C2CC3=C(C4N2C(=O)C5=CC=CC=C45)NC6=CC=CC=C36	5.9000001	16405655;95373810;95373811	COCONUT:(CNP0310400);PubChem:(16405655 95373810 95373811);ZINC bio:(ZINC70705275 ZINC70705277)	2105346	547.2726440429688	390.643	498_2211_498
14	3	1	4	0.4162192976433613	-144.44849980956963	0.9999999999999999	6.96614800739677	C16H22N4	[M + CH2O2 - H]-	DPOXNTYFLHVMNX	InChI=1S/C16H22N4/c1-3-4-10-17-15-11-13(2)19-16(20-15)18-12-14-8-6-5-7-9-14/h5-9,11H,3-4,10,12H2,1-2H3,(H2,17,18,19,20)	regid858611	CCCCNC1=NC(=NC(=C1)C)NCC2=CC=CC=C2	4.0	659917	COCONUT:(CNP0401995);PubChem:(659917);PubMed;2304_LOTUS_DNP	2097218	315.18115234375	180.053	130_2211_130
15	1	1	1	0.41013410822914403	-90.91720621676888	0.9999999999999999	21.995561883610844	C30H42O6	[M - H]-	KLDPXCHUYNXMCA	InChI=1S/C30H42O6/c1-16(2)17-9-12-29(24(33)34)13-14-30(25(35)36)18(22(17)29)7-8-21-27(5)15-19(31)23(32)26(3,4)20(27)10-11-28(21,30)6/h7,17,19-22,31H,1,8-15H2,2-6H3,(H,33,34)(H,35,36)	null	C=C(C)C1CCC2(C(=O)O)CCC3(C(=O)O)C(=CCC4C5(C)CC(O)C(=O)C(C)(C)C5CCC43C)C12	5.10351599513327	""	""	0	497.2904357910156	252.229	243_2211_243
16	1	1	2	0.4059053039218611	-484.39721014504676	0.9412060301507539	17.712690079262575	C32H44O7S	[M - H]-	SSYNVGBKCKLBFX	InChI=1S/C32H44O7S/c1-17(23-15-30(6)27(2,3)38-31(36-23,39-30)16-25(35)40-7)32-24(37-32)14-21-26-20(9-11-29(21,32)5)28(4)10-8-19(33)12-18(28)13-22(26)34/h8,10,12,17,20-24,26,34H,9,11,13-16H2,1-7H3	null	CC(C1CC2(C(OC(O1)(O2)CC(=O)SC)(C)C)C)C34C(O3)CC5C4(CCC6C5C(CC7=CC(=O)C=CC67C)O)C	4.17126608	""	COCONUT:(CNP0152188);Natural Products:(UNPD52826);SuperNatural:(SN00378571);2304_LOTUS_DNP:(Ergostane steroids)	3178496	571.272705078125	243.853	225_2211_225
17	1	3	3	0.396990615336276	-109.30131001667628	0.9999999999999999	41.96217623609576	C15H26O9	[M - H]-	DUUKOTRWWRPSNV	InChI=1S/C15H26O9/c16-8-9-12(20)13(21)14(22)15(23-9)24-11(19)7-5-3-1-2-4-6-10(17)18/h9,12-16,20-22H,1-8H2,(H,17,18)	null	C(CCCC(=O)O)CCCC(=O)OC1C(C(C(C(O1)CO)O)O)O	-0.200000003	135563659	COCONUT:(CNP0210617);PubChem:(135563659);CHEBI:(142428)	2097186	349.1502990722656	83.278	36_2211_36
18	1	2	2	0.39591736108013353	-197.34802703083338	0.9974874371859296	24.83506011507886	C41H52N4O3	[M - H]-	AJOVGXUNQMGDIO	InChI=1S/C41H52N4O3/c1-6-23-14-22-15-32-38-26(12-13-45(20-22)40(23)32)28-19-36(47-4)29(17-34(28)43-38)30-16-27-24(7-2)21-44(3)35(37(27)41(46)48-5)18-31-25-10-8-9-11-33(25)42-39(30)31/h8-11,17,19,22-24,27,30,32,35,37,40,42-43H,6-7,12-16,18,20-21H2,1-5H3	null	CCC1CC2CC3C1N(C2)CCC4=C3NC5=CC(=C(C=C45)OC)C6CC7C(CN(C(C7C(=O)OC)CC8=C6NC9=CC=CC=C89)C)CC	7.30000019	44418784;102400675;102469895	COCONUT:(CNP0218345);Natural Products:(UNPD96469 UNPD90442);PubChem:(44418784 102400675 102469895);PubMed;2304_LOTUS_DNP:(Iboga type)	2129986	647.3949584960938	303.885	333_2211_333
19	1	1	1	0.3875923557329313	-190.95978835648026	0.9999999999999999	22.817487736719816	C29H49NO4	[M + CH2O2 - H]-	WPOPXDVTRVDMCA	InChI=1S/C29H49NO4/c1-18(6-9-26(33)30-17-21-5-4-14-34-21)22-7-8-23-27-24(11-13-29(22,23)3)28(2)12-10-20(31)15-19(28)16-25(27)32/h18-25,27,31-32H,4-17H2,1-3H3,(H,30,33)	null	CC(CCC(=O)NCC1CCCO1)C2CCC3C2(CCC4C3C(CC5C4(CCC(C5)O)C)O)C	5.0999999	49652696;75269595;95369706;95369707;133141942	COCONUT:(CNP0397768);PubChem:(49652696 75269595 95369706 95369707 133141942);SuperNatural:(SN00106104 SN00106105);ZINC bio:(ZINC70666032 ZINC70666033)	3153922	520.3637084960938	391.943	501_2211_501
20	1	2	3	0.3833131892933935	-194.53699747202438	0.8592964824120602	3.428264423420111	C26H30N4O2	[M - H2O - H]-	SQVVVWVLSJGFBD	InChI=1S/C26H30N4O2/c31-25(13-5-7-19-17-29-23-11-3-1-9-21(19)23)27-15-16-28-26(32)14-6-8-20-18-30-24-12-4-2-10-22(20)24/h1-4,9-12,17-18,29-30H,5-8,13-16H2,(H,27,31)(H,28,32)	null	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)NCCNC(=O)CCCC3=CNC4=CC=CC=C43	3.5999999	42507266	COCONUT:(CNP0103709);PubChem:(42507266);ZINC bio:(ZINC12296943)	2105346	411.2203369140625	429.537	554_2211_554
21	1	2	2	0.3768862723749463	-239.11437934322427	0.9999999999999999	40.144456231540104	C41H52N4O3	[M - H]-	AJOVGXUNQMGDIO	InChI=1S/C41H52N4O3/c1-6-23-14-22-15-32-38-26(12-13-45(20-22)40(23)32)28-19-36(47-4)29(17-34(28)43-38)30-16-27-24(7-2)21-44(3)35(37(27)41(46)48-5)18-31-25-10-8-9-11-33(25)42-39(30)31/h8-11,17,19,22-24,27,30,32,35,37,40,42-43H,6-7,12-16,18,20-21H2,1-5H3	null	CCC1CC2CC3C1N(C2)CCC4=C3NC5=CC(=C(C=C45)OC)C6CC7C(CN(C(C7C(=O)OC)CC8=C6NC9=CC=CC=C89)C)CC	7.30000019	44418784;102400675;102469895	COCONUT:(CNP0218345);Natural Products:(UNPD96469 UNPD90442);PubChem:(44418784 102400675 102469895);PubMed;2304_LOTUS_DNP:(Iboga type)	2129986	647.39501953125	316.618	351_2211_351
22	1	4	6	0.36072018973949205	-270.4720468087735	0.8175879396984925	18.12209398844553	C34H44O9	[M - H4O2 - H]-	BFWVBHIPZJAZTG	InChI=1S/C34H44O9/c1-18(2)40-25-17-34(39)29(43-31(38)23-13-11-10-12-14-23)27-19(3)24(37)15-16-33(27,9)30(42-22(6)36)28(41-21(5)35)26(20(25)4)32(34,7)8/h10-14,24-25,27-30,37,39H,1,3,15-17H2,2,4-9H3	null	CC1=C2C(C(C3(CCC(C(=C)C3C(C(C2(C)C)(CC1OC(=C)C)O)OC(=O)C4=CC=CC=C4)O)C)OC(=O)C)OC(=O)C	3.70000005	5322067	COCONUT:(CNP0241595);PubChem:(5322067);SuperNatural:(SN00164403)	3145730	559.2728271484375	383.386	483_2211_483
23	1	1	1	0.35957880059076774	-227.54682638595457	0.9999999999999999	21.814396768149003	C32H53NO6	[M - H2O - H]-	MKDVKDADHTWOMI	InChI=1S/C32H53NO6/c1-19(5-8-28(37)33-13-10-20(11-14-33)15-29(38)39-4)23-6-7-24-30-25(18-27(36)32(23,24)3)31(2)12-9-22(34)16-21(31)17-26(30)35/h19-27,30,34-36H,5-18H2,1-4H3	null	CC(CCC(=O)N1CCC(CC1)CC(=O)OC)C2CCC3C2(C(CC4C3C(CC5C4(CCC(C5)O)C)O)O)C	4.0999999	71754220	COCONUT:(CNP0122214);PubChem:(71754220);SuperNatural:(SN00115100)	3145730	528.3690795898438	321.947	366_2211_366
24	1	1	1	0.35840116016623497	-250.22697865495158	0.9999999999999999	27.59880018445603	C41H52N4O3	[M - H]-	AJOVGXUNQMGDIO	InChI=1S/C41H52N4O3/c1-6-23-14-22-15-32-38-26(12-13-45(20-22)40(23)32)28-19-36(47-4)29(17-34(28)43-38)30-16-27-24(7-2)21-44(3)35(37(27)41(46)48-5)18-31-25-10-8-9-11-33(25)42-39(30)31/h8-11,17,19,22-24,27,30,32,35,37,40,42-43H,6-7,12-16,18,20-21H2,1-5H3	null	CCC1CC2CC3C1N(C2)CCC4=C3NC5=CC(=C(C=C45)OC)C6CC7C(CN(C(C7C(=O)OC)CC8=C6NC9=CC=CC=C89)C)CC	7.30000019	44418784;102400675;102469895	COCONUT:(CNP0218345);Natural Products:(UNPD96469 UNPD90442);PubChem:(44418784 102400675 102469895);PubMed;2304_LOTUS_DNP:(Iboga type)	2129986	647.3948974609375	285.291	300_2211_300
25	2	4	3	0.35631838660019866	-270.76961876492976	0.2788944723618091	26.72909499132869	C38H50N6O5	[M + CH2O2 - H]-	QWAXKHKRTORLEM	InChI=1S/C38H50N6O5/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49)	Invirase	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O	4.19999981	60787;60935;441243;3000788;454468;454469;454470;466470;3579812;5472919;6604589;10604536;10604591;10699725;10770765;15107606;11803322;11422480;11433871;23238238;45040389;59793479;59871017;59923166;59964683;66577040;67631659;67631661;71752155;76973676;86575993;90772039;101609863;118718788;124587484;126968593;129317853;129626579;129626581;131706617;133587869;131839596;134694388;135285682;139211202;137795888	HMDB:(15362);ZINC bio:(ZINC03914596);additional;HSDB:(127779-20-8);MeSH:(60787 441243);PubMed;NORMAN:(NS00007140);COCONUT:(CNP0347282);PubChem:(60787 60935 441243 3000788 454468 454469 454470 466470 3579812 5472919 6604589 10604536 10604591 10699725 10770765 15107606 11803322 11422480 11433871 23238238 45040389 59793479 59871017 59923166 59964683 66577040 67631659 67631661 71752155 76973676 86575993 90772039 101609863 118718788 124587484 126968593 129317853 129626579 129626581 131706617 133587869 131839596 134694388 135285682 139211202 137795888);CHEBI:(94712 63621);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	120349294	715.3829345703125	316.618	354_2211_354
26	1	1	1	0.3477932850382741	-271.5084754629226	0.9999999999999999	29.65715495854768	C26H51NO5	[M - H]-	PGYLYGLYGRZSNC	InChI=1S/C26H51NO5/c1-3-5-7-9-11-12-14-15-17-19-23(29)26(32)25(31)22(21-28)27-24(30)20-18-16-13-10-8-6-4-2/h13,16,22-23,25-26,28-29,31-32H,3-12,14-15,17-21H2,1-2H3,(H,27,30)	null	CCCCCCCCCCCC(C(C(C(CO)NC(=O)CCC=CCCCCC)O)O)O	6.0	90766634	COCONUT:(CNP0283490);Natural Products:(UNPD117209);PubChem:(90766634);SuperNatural:(SN00333814);PubMed;2304_LOTUS_DNP	3178562	456.3691101074219	449.276	575_2211_575
27	1	3	3	0.3454844112244223	-206.8353298638766	0.9984924623115577	31.685303131316967	C31H52O11	[M - H4O2 - H]-	QYIUUYJMNTUPAA	InChI=1S/C31H52O11/c1-7-29(6)12-17(33)25-30(16-40-21(34)13-28(4,5)38)10-8-9-27(2,3)19(30)11-20(31(25,39)15-29)42-26-24(37)23(36)22(35)18(14-32)41-26/h7,17-20,22-26,32-33,35-39H,1,8-16H2,2-6H3	null	CC1(CCCC2(C1CC(C3(C2C(CC(C3)(C)C=C)O)O)OC4C(C(C(C(O4)CO)O)O)O)COC(=O)CC(C)(C)O)C	1.39999998	101713126;102146741	COCONUT:(CNP0265780);Natural Products:(UNPD193781);PubChem:(101713126 102146741);SuperNatural:(SN00329744);2304_LOTUS_DNP:(Labdane diterpenoids)	3178498	563.3223876953125	144.366	87_2211_87
28	3	1	3	0.33862214762053666	-199.15739050696064	0.7160804020100504	11.545794745321203	C12H14N2O4	[M + Cl]-	TUGFYHINOTVYSA	InChI=1S/C12H14N2O4/c1-8(15)14-10-5-3-9(4-6-10)12(17)13-7-11(16)18-2/h3-6H,7H2,1-2H3,(H,13,17)(H,14,15)	Oprea1_780975	CC(=O)NC1=CC=C(C=C1)C(=O)NCC(=O)OC	0.483873755	743775	COCONUT:(CNP0035367);Training Set;PubChem:(743775)	2113538	285.06549072265625	127.289	72_2211_72
29	1	1	2	0.33750795181573107	-376.67637347082666	0.015577889447236181	24.12433038066464	C35H56N4O6	[M + Cl]-	MEGZCGFEHAZRFL	InChI=1S/C35H56N4O6/c1-8-9-11-16-26-21-31(40)36-29(20-25-14-12-10-13-15-25)34(43)38-27(17-22(2)3)32(41)37-28(18-23(4)5)33(42)39-30(19-24(6)7)35(44)45-26/h10,12-15,22-24,26-30H,8-9,11,16-21H2,1-7H3,(H,36,40)(H,37,41)(H,38,43)(H,39,42)	null	CCCCCC1CC(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1	6.196150922396351	""	""	0	663.3896484375	266.355	264_2211_264
30	1	4	4	0.3365295722425963	-36.21794843203584	0.9994974874371858	18.752333285742196	C22H36O6	[M - H2O - H]-	BWEWJWWBXZXMHO	InChI=1S/C22H36O6/c1-4-5-12-22(2,3)20(26)11-10-16-17(19(25)14-18(16)24)13-15(23)8-6-7-9-21(27)28/h10-11,16-18,20,24,26H,4-9,12-14H2,1-3H3,(H,27,28)	16,16-dimethyl-6-keto Prostaglandin E1	CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC(=O)CCCCC(=O)O)O)O	2.0	10905349;122176721;125183146;131707653	COCONUT;Training Set;PubChem:(10905349 122176721 125183146 131707653);additional	2637826	377.2332458496094	182.428	134_2211_134
31	1	1	1	0.33363694235478025	-86.21113334178747	0.9994974874371858	16.192493027047067	C9H12N6O2	[M - H]-	NYDOHXMVJHDKNC	InChI=1S/C9H12N6O2/c10-8-12-6-5(7(16)14-8)11-9(13-6)15-1-3-17-4-2-15/h1-4H2,(H4,10,11,12,13,14,16)	Oprea1_398585	C1COCCN1C2=NC3=C(N2)C(=O)NC(=N3)N	-1.0	135484726	COCONUT:(CNP0405878);Training Set;PubChem:(135484726);PubMed	2113602	235.0947265625	140.783	83_2211_83
32	1	1	1	0.31209053905180856	-9.988945084304804	0.9999999999999999	24.967221623725827	C14H28O3	[M - H]-	JYZJYKOZGGEXSX	InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-13(15)14(16)17/h13,15H,2-12H2,1H3,(H,16,17)	2-hydroxymyristate	CCCCCCCCCCCCC(C(=O)O)O	5.30000019	1563;656737;22292715;22298950;53982154;91825664	HMDB:(2261);SuperNatural:(SN00330658);ZINC bio:(ZINC01538404 ZINC02036092);MeSH:(1563 22292715);PubMed;2304_LOTUS_DNP:(α-hydroxy myristic acid);NORMAN:(NS00045202);COCONUT:(CNP0115920);Natural Products:(UNPD23471);PubChem:(1563 656737 22292715 22298950 53982154 91825664);YMDB Mine;CHEBI:(84335 59270 85637 85636 34314 85937 85934);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C13790);Training Set;Biocyc:(CPD-8471)	51559852398	243.19601440429688	291.386	312_2211_312
33	1	1	1	0.3085067740431208	-656.4485969838275	0.9909547738693467	36.46684866387921	C35H54N4O5	[M + Cl]-	YHPMBPSGDQLXHP	InChI=1S/C35H54N4O5/c1-26-22-39(27(2)25-40)35(42)31-21-30(36-34(41)16-12-19-37(4)5)17-18-32(31)44-28(3)13-10-11-20-43-33(26)24-38(6)23-29-14-8-7-9-15-29/h7-9,14-15,17-18,21,26-28,33,40H,10-13,16,19-20,22-25H2,1-6H3,(H,36,41)	null	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)CCCN(C)C)C(C)CO)C)CN(C)CC3=CC=CC=C3	4.0999999	44483825;44484562;44485121;44485127;44485793;44486401;44486979;44487476;44487499;44487558;44487569;44488758;44489709;44489909	PubChem:(44483825 44484562 44485121 44485127 44485793 44486401 44486979 44487476 44487499 44487558 44487569 44488758 44489709 44489909);CHEBI:(106944 106903 103717 123637 117811 106892 117673 117651 123768 104648 117635 104754 104611 123674)	34	645.3786010742188	321.947	367_2211_367
