feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_zodiac	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
9	299.098388671875	0.2874833333333333	2.95488557942958			Organic oxygen compounds	0.9998915195465088	Organooxygen compounds	0.9998630285263062	Glycosyl compounds	0.5225455164909363	Carbohydrates	0.7325416803359985	Nucleosides	0.7326008081436157	Purine nucleos(t)ides	0.6885736584663391	58		C10H14N4O4								-452.38204230462384	SIRIUS				0.2	GXYAVJWXGKXPGC	C1=C(C=C(C(=C1[N+](=O)[O-])CCN)[N+](=O)[O-])CCN													3	3	0.0221052098997029	0	0	0.00736840329990098
10	256.8461608886719	0.2874833333333333	0.65922119066362	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
11	116.92735290527344	0.29624999999999996	1.75408551757038	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
12	110.95675659179688	0.3061833333333333	3.1732069728446	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
13	116.92721557617188	0.30785	0.614228651579259	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
14	110.95665740966797	0.30785	1.35301591573114	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
15	216.8532257080078	0.30785	1.68810759507069	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
16	187.88807678222656	0.3156833333333333	2.02649208917806	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
17	188.8867645263672	0.31638333333333335	2.13929809346319	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
18	144.92245483398438	0.3257333333333333	1.7073459642836	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
19	173.9253387451172	0.3257333333333333	2.68709579785315	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
20	188.88687133789062	0.3257333333333333	2.15809515581338	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
21	144.9223175048828	0.3265166666666667	2.47370994916255	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
22	187.88787841796875	0.3265166666666667	0.80744873569359	Organic compounds	0.123623815528872	Phenylpropanoids and polyketides	0.0800320128051221	Fatty Acyls	0.0412079385096241	Fatty alcohols	0.0412079385096241	Polyketides	0.0412079385096241	Cyclic polyketides	0.0412079385096241	2-pyrone derivatives	0.0412079385096241																																				
23	184.88905334472656	0.3359166666666667	2.1309222168516	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
24	189.8882598876953	0.3359166666666667	2.34917537946568	Organic compounds	0.221156394877592	Lipids and lipid-like molecules	0.0834773770826552	Fatty Acyls	0.0834773770826552	Fatty alcohols	0.0893296380201771	Fatty acids	0.110578197438796	Fatty esters	0.110578197438796	Other Octadecanoids	0.0640419282557323																																				
25	184.88885498046875	0.33668333333333333	1.08180116399471	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16	3.19913694210935	C12H10O4										5	0.206057131290436	218.05791	1.543	UIIMGHCYYQVNIS	COc1ccc2ccc(=O)oc2c1CC=O	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1248/CPB.39.2509 $ 10.1248/CPB.37.2217	-0.000519545703127733		1	1	0.206057131290436	0.4	1	0.435052076796512
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.11862	LLTOPKQGFAAMKH	COc1cc(C)c2c(OC)cc(=O)oc2c1	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1016/0305-1978(95)00067-4 $ 10.1016/0305-1978(94)90107-4 $ 10.1016/S0031-9422(98)00731-6 $ 10.3390/MOLECULES14114433 $ 10.3998/ARK.5550190.0005.606 $ 10.1002/HLCA.201000278 $ 10.1016/0031-9422(75)85391-X $ 10.4268/CJCMM20121523	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.12946	KSXQRSIXHZOLHH	Cc1oc(=O)c2c(O)cc(O)c(C)c2c1C	0001890	Organic compounds	Phenylpropanoids and polyketides	Isocoumarins and derivatives	Isocoumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Magnoliopsida		0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.11862	WPPMKRCAZSGYLA	COc1c(OC)c2c(C)cccc2oc1=O	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida		0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.11862	YUQHRCBBYDARGM	COc1ccc(C)c2c(OC)cc(=O)oc12	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida		0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.11862	STOSKTSCSSXGEX	COc1ccc2oc(=O)cc(OC)c2c1C	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1021/NP0780093	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.12404	YHMNONMLRPTLPR	COc1c(C)c(=O)oc2c(O)ccc(C)c12	0002908	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Hydroxycoumarins	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1016/0031-9422(91)84149-M	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.244	NLTUVCNZNQAURV	COC(=O)CCc1cc2ccoc2cc1O	0000301	Organic compounds	Organoheterocyclic compounds	Benzofurans	Benzofurans	Shikimates and Phenylpropanoids	Coumarins	Furocoumarins	Magnoliopsida	10.1016/S0031-9422(98)00017-X	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	1.34182	VCGFYFKJZGIZMX	Cc1c(CCO)c(=O)oc2cc(O)ccc12	0002909	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	7-hydroxycoumarins	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1021/NP0700164	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.11862	ZCMVFWPWSYKLQB	COc1cc(C)cc2oc(=O)cc(OC)c12	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1002/HLCA.201000278	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.11862	GBYDSYPGGDKWGZ	COc1cc2oc(=O)cc(C)c2cc1OC	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1016/S0031-9422(00)90188-2	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.11862	WFSKVHPOKPQJSU	COc1cc(OC)c2c(C)cc(=O)oc2c1	0000145	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1016/J.PHYMED.2012.03.008	0.000575654296881112		2	2	0	0.4	1	0.366366366366366
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.12946	IRNPPCKCDANNED	Cc1cc2c(C)c(O)c(C)c(O)c2c(=O)o1	0001890	Organic compounds	Phenylpropanoids and polyketides	Isocoumarins and derivatives	Isocoumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Eukaryota		0.000575654296881112		2	3	0	0.1	1	0.216216216216216
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.19382	SPWKEADBLPGBLV	C=C1OC(=O)c2c(O)cc(O)c(C)c2C1C	0001248	Organic compounds	Benzenoids	Benzene and substituted derivatives	Hydroxybenzoic acid derivatives	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Eukaryota		0.000575654296881112		2	3	0	0.1	1	0.216216216216216
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	1.21194	LMCLOMNKHWSHOG	Cc1c(O)c(C)c2c(c1CC=O)CC(=O)O2						Shikimates and Phenylpropanoids	Coumarins	notClassified	Eukaryota		0.000575654296881112		2	3	0	0.1	1	0.216216216216216
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.12946	QGGJTZWCZBYRQJ	Cc1oc(=O)c2c(O)c(C)c(O)cc2c1C	0001890	Organic compounds	Phenylpropanoids and polyketides	Isocoumarins and derivatives	Isocoumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Eukaryota	10.1016/J.FITOTE.2018.03.012	0.000575654296881112		2	3	0	0.1	1	0.216216216216216
26	219.06570434570312	0.6206833333333334	1.18871589412178	Organic compounds	0.322469417430631	Phenylpropanoids and polyketides	0.322469417430631	Coumarins and derivatives	0.322469417430631	Coumarins and derivatives	0.322469417430631	Shikimates and Phenylpropanoids	0.322469417430631	Coumarins	0.322469417430631	Simple coumarins	0.322469417430631	16		C12H12O4									[1M-(H)1]1-			220.07356	2.12404	QTZFUOOHWGZDSU	COc1cc(O)cc2c(C)c(C)oc(=O)c12	0001890	Organic compounds	Phenylpropanoids and polyketides	Isocoumarins and derivatives	Isocoumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Eukaryota	10.1039/C6RA02566H	0.000575654296881112		2	3	0	0.1	1	0.216216216216216
27	251.0557403564453	0.6613166666666667	2.21160307816163			Organoheterocyclic compounds	0.6552619934082031	Benzopyrans	0.654183030128479	1-benzopyrans	0.5416675806045532	Shikimates and Phenylpropanoids	0.4312548041343689	Chromanes	0.4232918322086334	Chromones	0.3976675271987915	16		C12H12O6	3	0.19780425300462326	3.442806360460276	15.114696401583474	11.671890041123199	0.9999999999999999		-179.72783286600608	SIRIUS			252.06339	1.52982	MPFKONQIXJBICO	COc1c(O)c(OC)c2oc(C)cc(=O)c2c1O	0000144	Organic compounds	Organoheterocyclic compounds	Benzopyrans	Chromones	Polyketides	Chromanes	Chromones	Magnoliopsida		-0.000371295463607231		9	1	0.055639684964406	0.4	1	0.384912928021168
27	251.0557403564453	0.6613166666666667	2.21160307816163			Organoheterocyclic compounds	0.6552619934082031	Benzopyrans	0.654183030128479	1-benzopyrans	0.5416675806045532	Shikimates and Phenylpropanoids	0.4312548041343689	Chromanes	0.4232918322086334	Chromones	0.3976675271987915	16		C12H12O6	3	0.19780425300462326	3.442806360460276	15.114696401583474	11.671890041123199	0.9999999999999999		-151.53238648900782	SIRIUS			252.06339	1.5244	QGXDLWSOPOSJDE	COc1c(OC)c(O)c2oc(=O)ccc2c1OC	0002908	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Hydroxycoumarins	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	Magnoliopsida	10.1021/NP0100946 $ 10.1021/NP9804637	-0.000371295463607231		2	2	0.0659924932992816	0.4	0.5	0.30528078104971
27	251.0557403564453	0.6613166666666667	2.21160307816163			Organoheterocyclic compounds	0.6552619934082031	Benzopyrans	0.654183030128479	1-benzopyrans	0.5416675806045532	Shikimates and Phenylpropanoids	0.4312548041343689	Chromanes	0.4232918322086334	Chromones	0.3976675271987915	16		C12H12O6	3	0.19780425300462326	3.442806360460276	15.114696401583474	11.671890041123199	0.9999999999999999		-178.85242684430997	SIRIUS			252.06339	0.8331	ZARADUGOWQTXRW	CC(O)Cc1cc2c(O)c(O)cc(O)c2c(=O)o1	0001890	Organic compounds	Phenylpropanoids and polyketides	Isocoumarins and derivatives	Isocoumarins and derivatives	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Magnoliopsida	10.1021/ACS.JNATPROD.7B01018	-0.000371295463607231		8	3	0.0559120173902082	0.4	0.5	0.301920622413353
28	375.1081848144531	0.8786666666666666	2.51683055795872			Lignans, neolignans and related compounds	0.805329442024231	Furanoid lignans	0.7158953547477722	Tetrahydrofuran lignans	0.5370805263519287	Shikimates and Phenylpropanoids	0.7818899750709534	Lignans	0.7860389351844788	Dibenzylbutyrolactone lignans	0.3582287132740021	61		C18H18O6	13	0.6109774865020124	3.7898297743168072	53.361572474100434	49.57174269978363	0.9999999999999999		-183.22256801375875	SIRIUS			330.11034	2.5842	OQSOTSIYXPYTRE	Oc1ccc(C2OCC3C(c4ccc(O)c(O)c4)OCC23)cc1O	0003686	Organic compounds	Lignans, neolignans and related compounds	Furanoid lignans	Furanoid lignans	Shikimates and Phenylpropanoids	Lignans	Furofuranoid lignans	Magnoliopsida	10.1021/NP0605539 $ 10.1080/14786410802038697 $ 10.1021/NP9006298 $ 10.1021/JF040114K $ 10.1021/NP400533H $ 10.1016/S0031-9422(02)00357-6 $ 10.1002/CHIN.200833210	-0.000356333451778849		5	1	0.0545784294391566	0.4	1	0.384559176179419
28	375.1081848144531	0.8786666666666666	2.51683055795872			Lignans, neolignans and related compounds	0.805329442024231	Furanoid lignans	0.7158953547477722	Tetrahydrofuran lignans	0.5370805263519287	Shikimates and Phenylpropanoids	0.7818899750709534	Lignans	0.7860389351844788	Dibenzylbutyrolactone lignans	0.3582287132740021	61		C18H18O6	13	0.6109774865020124	3.7898297743168072	53.361572474100434	49.57174269978363	0.9999999999999999		-218.05007881639224	SIRIUS			330.11034	1.9767	NKYXNCKZTCGVJJ	OCC=Cc1ccc2c(c1)OC(CO)C(c1ccc(O)c(O)c1)O2	0002707	Organic compounds	Organoheterocyclic compounds	Benzodioxanes	Phenylbenzo-1,4-dioxanes	Shikimates and Phenylpropanoids	Lignans	Neolignans	Magnoliopsida	10.1021/NP9006298 $ 10.1248/CPB.51.1377 $ 10.1248/CPB.49.246 $ 10.1021/JF100323Q $ 10.1021/JF040114K $ 10.1016/S0031-9422(02)00357-6 $ 10.1248/CPB.40.252	-0.000356333451778849		12	2	0.0458610244686976	0.4	1	0.381653374522599
28	375.1081848144531	0.8786666666666666	2.51683055795872			Lignans, neolignans and related compounds	0.805329442024231	Furanoid lignans	0.7158953547477722	Tetrahydrofuran lignans	0.5370805263519287	Shikimates and Phenylpropanoids	0.7818899750709534	Lignans	0.7860389351844788	Dibenzylbutyrolactone lignans	0.3582287132740021	61		C18H18O6	13	0.6109774865020124	3.7898297743168072	53.361572474100434	49.57174269978363	0.9999999999999999		-218.05007881639224	SIRIUS			330.11034	1.9767	PPZYUSOIUGJLFB	OCC=Cc1ccc2c(c1)OC(c1ccc(O)c(O)c1)C(CO)O2	0002707	Organic compounds	Organoheterocyclic compounds	Benzodioxanes	Phenylbenzo-1,4-dioxanes	Shikimates and Phenylpropanoids	Lignans	Neolignans	Magnoliopsida	10.1021/NP9006298 $ 10.1248/CPB.51.1377 $ 10.1248/CPB.49.246 $ 10.1021/JF100323Q $ 10.1016/S0031-9422(02)00357-6 $ 10.1248/CPB.40.252	-0.000356333451778849		12	2	0.0458610244686976	0.4	1	0.381653374522599
28	375.1081848144531	0.8786666666666666	2.51683055795872			Lignans, neolignans and related compounds	0.805329442024231	Furanoid lignans	0.7158953547477722	Tetrahydrofuran lignans	0.5370805263519287	Shikimates and Phenylpropanoids	0.7818899750709534	Lignans	0.7860389351844788	Dibenzylbutyrolactone lignans	0.3582287132740021	61		C18H18O6	13	0.6109774865020124	3.7898297743168072	53.361572474100434	49.57174269978363	0.9999999999999999		-220.36999396086145	SIRIUS			330.11034	3.3448	NKDHTUGXOHKSOC	COc1cc(C2Oc3c(OC)cc(C(=O)O)cc3C2C)ccc1O	0003405	Organic compounds	Phenylpropanoids and polyketides	2-arylbenzofuran flavonoids	2-arylbenzofuran flavonoids	Shikimates and Phenylpropanoids	Lignans	Neolignans	Magnoliopsida		-0.000356333451778849		14	3	0.0453782287700023	0.4	1	0.381492442623034
