feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_zodiac	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
24	184.06053161621094	0.6847	1.59224563678544			Organic oxygen compounds	0.9999402761459351	Organooxygen compounds	0.9999887943267822	Monosaccharides	0.7030487060546875	Carbohydrates	0.8788453936576843	Aminosugars and aminoglycosides	0.8266125321388245	Aminosugars	0.8601851463317871	76		C8H15NO6	3	0.008243941158182933	2.5461662901861297	8.363866324360064	5.817700034173934	0.9999999999999999	0.13669881827714592	-82.13458368829562	SIRIUS			221.08994	-3.235	MBLBDJOUHNCFQT	CC(=O)NC(C=O)C(O)C(O)C(O)CO	0001498	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Hexoses	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars	Magnoliopsida	10.1007/S00299-017-2236-7 $ 10.3390/METABO4030599 $ 10.3390/IJMS19041049 $ 10.1016/J.JPLPH.2018.10.006	-36.022128815393		4	1	0.121751393273635	0.4	1	0.406950164124245
24	184.06053161621094	0.6847	1.59224563678544			Organic oxygen compounds	0.9999402761459351	Organooxygen compounds	0.9999887943267822	Monosaccharides	0.7030487060546875	Carbohydrates	0.8788453936576843	Aminosugars and aminoglycosides	0.8266125321388245	Aminosugars	0.8601851463317871	76		C8H15NO6	3	0.008243941158182933	2.5461662901861297	8.363866324360064	5.817700034173934	0.9999999999999999		-82.18181323854664	SIRIUS			221.08994	-3.0776	OVRNDRQMDRJTHS	CC(=O)NC1C(O)OC(CO)C(O)C1O	0000146	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Acylaminosugars	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars	Magnoliopsida	10.1016/J.DIB.2020.106469 $ 10.3390/IJMS17091565 $ 10.1007/S11306-019-1526-1 $ 10.1016/S0031-9422(00)85491-6	-36.022128815393		5	2	0.121681423248393	0.4	1	0.406926840782497
24	184.06053161621094	0.6847	1.59224563678544			Organic oxygen compounds	0.9999402761459351	Organooxygen compounds	0.9999887943267822	Monosaccharides	0.7030487060546875	Carbohydrates	0.8788453936576843	Aminosugars and aminoglycosides	0.8266125321388245	Aminosugars	0.8601851463317871	76		C8H15NO6	3	0.008243941158182933	2.5461662901861297	8.363866324360064	5.817700034173934	0.9999999999999999		-193.3799558517369	SIRIUS			221.08994	-2.5949	QWGMMTHILQPIPX	C=C(O)NC1C(O)OC(CO)C(O)C1O	0001498	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Hexoses	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars	Magnoliopsida	10.1016/J.POSTHARVBIO.2011.05.014	-36.022128815393		11	3	0.0517116676128881	0.4	1	0.383603588903996
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C10H18O6	3	0.030461554198707472	3.136418917945195	18.78702076744954	15.650601849504346	0.9999999999999999	0.03233282037037188	-128.08371839091805	SIRIUS			234.11034	-0.0702	AHBRDHXLQZYZLP	CC(C(=O)O)C(O)CCC(O)C(C)C(=O)O	0000299	Organic compounds	Organic acids and derivatives	Hydroxy acids and derivatives	Medium-chain hydroxy acids and derivatives	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Magnoliopsida		-0.000477005032354527		1	1	0.0780739357478637	0.4	1	0.392391011615654
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C10H18O6	3	0.030461554198707472	3.136418917945195	18.78702076744954	15.650601849504346	0.9999999999999999		-213.08578176185324	SIRIUS			234.11034	0.0739	KJYKPZNDMGKHLK	CCC(O)(CC(C)C(C)(O)C(=O)O)C(=O)O	0003086	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Medium-chain fatty acids	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Magnoliopsida	10.1016/S0031-9422(00)00188-6	-0.000477005032354527		6	2	0.0469294568474592	0.4	1	0.382009518648853
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C13H24O8									[1M-(H)1]1- - C3H6O2 (CH3-CH2-COOH)			308.14712	-1.6094	KWKMNBBJTTVLDV	CCC(C)C(OC1OC(CO)C(O)C(O)C1O)C(=O)OC	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides				Magnoliopsida		0.000475161132783342		11	3	0	0.4	0.75	0.324824824824825
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C11H20O7									[1M-(H)1]1- - CH2O			264.1209	-2.2585	CCMAOVDWTXGECN	CC(=CCO)COC1OC(CO)C(O)C(O)C1O	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	Magnoliopsida	10.1016/S0031-9422(97)00562-1	0.000475161132840185		11	3	0	0.4	0.75	0.324824824824825
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C11H20O7									[1M-(H)1]1- - CH2O			264.1209	-2.2585	MTNPSFBFGZMJPZ	CC(=CCOC1OC(CO)C(O)C(O)C1O)CO	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	Magnoliopsida	10.1016/J.PHYTOCHEM.2005.12.013	0.000475161132840185		11	3	0	0.4	0.75	0.324824824824825
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C11H20O7									[1M-(H)1]1- - CH2O			264.1209	-2.2585	OFVAGPAHWBJTLI	C=C(CCO)COC1OC(CO)C(O)C(O)C1O	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides				Magnoliopsida		0.000475161132840185		11	3	0	0.4	0.75	0.324824824824825
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C11H20O7									[1M-(H)1]1- - CH2O			264.1209	-2.2601	ZVZREVRTAYFVQK	C=C(C)C(O)COC1OC(CO)C(O)C(O)C1O	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	Magnoliopsida		0.000475161132840185		11	3	0	0.4	0.75	0.324824824824825
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C11H20O7									[1M-(H)1]1- - CH2O			264.1209	-1.8295	PGZALFYZAFKNTP	CC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides				Magnoliopsida	10.1016/S0031-9422(97)00409-3	0.000475161132840185		11	3	0	0.4	0.75	0.324824824824825
25	233.1025848388672	0.9997	1.43168455704881			Lipids and lipid-like molecules	0.875246524810791	Glycerolipids	0.7222269177436829	1-monoacylglycerols	0.5651047229766846	Fatty acids	0.771117091178894	Fatty Acids and Conjugates	0.7651280760765076	Hydroxy fatty acids	0.7192333340644836	1		C11H20O7									[1M-(H)1]1- - CH2O			264.1209	-1.9571	OZSDFEKEIRKWSX	COC1CC2C(O)C(O)C(O)(CO)C2C(OC)O1	0001565	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Iridoids and derivatives	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Magnoliopsida	10.3987/COM-88-S125	0.000475161132840185		11	3	0	0.4	0.75	0.324824824824825
26	159.06520080566406	1.0098666666666667	1.78571323502484	Organic compounds	0.395909134222537	Lipids and lipid-like molecules	0.395909134222537	Fatty Acyls	0.395909134222537	Methyl-branched fatty acids	0.395909134222537	Fatty acids	0.395909134222537	Fatty Acids and Conjugates	0.395909134222537	Branched fatty acids	0.395909134222537	1	2.7179094914759	C7H10O4										7	0.389766693115234	158.05791	0.738	NJMGRJLQRLFQQX	CC(C)C(=CC(=O)O)C(=O)O	0003544	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Methyl-branched fatty acids	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	Magnoliopsida	10.3389/FNUT.2022.822033	-1.60056640652329e-05		1	1	0.389766693115234	0.4	1	0.496288597404778
26	159.06520080566406	1.0098666666666667	1.78571323502484	Organic compounds	0.395909134222537	Lipids and lipid-like molecules	0.395909134222537	Fatty Acyls	0.395909134222537	Methyl-branched fatty acids	0.395909134222537	Fatty acids	0.395909134222537	Fatty Acids and Conjugates	0.395909134222537	Branched fatty acids	0.395909134222537	1	2.74091147948845	C7H10O4										8	0.311002165079117	158.05791	0.8821	HVZKWAQLXHTHSG	CCC(C(=O)O)=C(C)C(=O)O	0003544	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Methyl-branched fatty acids	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids $ Dicarboxylic acids	Magnoliopsida		-1.60056640652329e-05		5	2	0.311002165079117	0.4	1	0.470033754726072
26	159.06520080566406	1.0098666666666667	1.78571323502484	Organic compounds	0.395909134222537	Lipids and lipid-like molecules	0.395909134222537	Fatty Acyls	0.395909134222537	Methyl-branched fatty acids	0.395909134222537	Fatty acids	0.395909134222537	Fatty Acids and Conjugates	0.395909134222537	Branched fatty acids	0.395909134222537	1	2.39243744795614	C7H10O4										10	0.317535758018494	158.05791	0.738	JYLVYKQVUQBCBP	C=C(C(=O)O)C(CC)C(=O)O	0003544	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Methyl-branched fatty acids	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids $ Dicarboxylic acids	Eukaryota	10.3987/COM-14-13107	-1.60056640652329e-05		3	3	0.317535758018494	0.1	1	0.322061468889048
27	203.09178161621094	1.0337333333333334	0.539897075789864	Organic compounds	0.395909134222537	Lipids and lipid-like molecules	0.395909134222537	Fatty Acyls	0.395909134222537	Methyl-branched fatty acids	0.197954567111268	Fatty acids	0.395909134222537	Fatty Acids and Conjugates	0.395909134222537	Branched fatty acids	0.197954567111268	1	3.74758685353558	C9H14O5										7	0.246883228421211	202.08412	0.4906	FUMUSIMACHNZQF	CC=C(CO)C(CC(=O)O)CC(=O)O	0003086	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Medium-chain fatty acids	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	Magnoliopsida		-0.000382068210910802		1	1	0.246883228421211	0.4	1	0.448660775840103
27	203.09178161621094	1.0337333333333334	0.539897075789864	Organic compounds	0.395909134222537	Lipids and lipid-like molecules	0.395909134222537	Fatty Acyls	0.395909134222537	Methyl-branched fatty acids	0.197954567111268	Fatty acids	0.395909134222537	Fatty Acids and Conjugates	0.395909134222537	Branched fatty acids	0.197954567111268	1	3.02479226648262	C9H14O5										5	0.242069810628891	202.08412	-1.5381	QMQZZRSFTSGWJA	OC1C2CCOC3OCC(O)(C1O)C32	0001565	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Iridoids and derivatives	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Magnoliopsida	10.1016/S0031-9422(00)97989-5 $ 10.1248/CPB.54.1144 $ 10.1248/CPB.39.1171 $ 10.1248/CPB.34.1399	-0.000382068210910802		2	2	0.242069810628891	0.4	0.75	0.405514761701122
27	203.09178161621094	1.0337333333333334	0.539897075789864	Organic compounds	0.395909134222537	Lipids and lipid-like molecules	0.395909134222537	Fatty Acyls	0.395909134222537	Methyl-branched fatty acids	0.197954567111268	Fatty acids	0.395909134222537	Fatty Acids and Conjugates	0.395909134222537	Branched fatty acids	0.197954567111268	1		C9H16O5									[1M-(H)1]1-			204.09977	0.5554	IRYKWGXAAUZTJT	CCCCOC(=O)C(O)CCC(=O)O	0000324	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	Fatty acids	Fatty Acids and Conjugates	notClassified	Magnoliopsida	10.1248/CPB.54.1308	0.000708383789088884		4	3	0	0.4	1	0.366366366366366
27	203.09178161621094	1.0337333333333334	0.539897075789864	Organic compounds	0.395909134222537	Lipids and lipid-like molecules	0.395909134222537	Fatty Acyls	0.395909134222537	Methyl-branched fatty acids	0.197954567111268	Fatty acids	0.395909134222537	Fatty Acids and Conjugates	0.395909134222537	Branched fatty acids	0.197954567111268	1		C9H16O5									[1M-(H)1]1-			204.09977	0.4113	IESCDXGWYWOPKC	COC(=O)CC(O)(CC(C)C)C(=O)O	0000341	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Hydroxy fatty acids	Fatty acids	Fatty Acids and Conjugates	notClassified	Magnoliopsida		0.000708383789088884		4	3	0	0.4	1	0.366366366366366
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.1724	YMKWNRDVGOVSHY	CC(O)C1C=CC2OC(=O)C=CC2O1	0001211	Organic compounds	Organoheterocyclic compounds	Pyrans	Dihydropyranones	Polyketides	Cyclic polyketides	2-pyrone derivatives	Magnoliopsida		0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	1.2807	WSFWBZJRQNTKQQ	CCCC1=C(C=CC(=O)O)C(=O)CO1	0001982	Organic compounds	Organoheterocyclic compounds	Dihydrofurans	Furanones	Polyketides	Cyclic polyketides	Furans	Magnoliopsida		0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.1997	NOJVXIYSKYICFF	O=CC1=CC(O)C2(CCOC2=O)CC1	0001245	Organic compounds	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	Terpenoids	notClassified	notClassified	Magnoliopsida	10.1021/JF0105079	0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.213	BFJMLYXAOCVEKP	CC1CC2OC(=O)C3=COCC1(O)C32	0001818	Organic compounds	Organoheterocyclic compounds	Furopyrans	Furopyrans	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Magnoliopsida	10.1248/CPB.51.1211 $ 10.1080/10575639408043929	0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.0689	DHGUGNRVBRZGHD	CC1C(O)C2OC(=O)C3=COCC1C32	0001818	Organic compounds	Organoheterocyclic compounds	Furopyrans	Furopyrans	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Magnoliopsida	10.1080/10575639408043929	0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.6436	DHZBEENLJMYSHQ	CC12C(=O)OC(=O)C1(C)C1CCC2O1	0001816	Organic compounds	Organoheterocyclic compounds	Furofurans	Furofurans	Terpenoids	Sesquiterpenoids	notClassified	Magnoliopsida	10.1016/J.CHROMA.2004.03.057	0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.1981	GFSTVWDPRTWASK	C=C1C(=O)OC2CC(C)(O)C(=O)CC12	0000301	Organic compounds	Organoheterocyclic compounds	Benzofurans	Benzofurans	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids $ Guaiane sesquiterpenoids	Magnoliopsida	10.1016/S0040-4039(00)89227-8 $ 10.1248/CPB.41.487	0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.6672	XPXHSUOIQNJEQI	CC1OC=C2C(=O)OCCC2C1C=O	0001244	Organic compounds	Organoheterocyclic compounds	Lactones	Delta valerolactones	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids	Magnoliopsida	10.1139/V72-237	0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	0.6672	BABJXHCBFYMVBG	CC1=CC(C2COC(=O)C2C)OC1=O	0001245	Organic compounds	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	Terpenoids	Monoterpenoids	notClassified	Magnoliopsida	10.1016/0031-9422(90)85108-R	0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
28	195.06549072265625	1.0337333333333334	1.20568821374278			Organoheterocyclic compounds	0.9888279438018799	Azoles	0.9545132517814636	Substituted imidazoles	0.5837136507034302	Alkaloids	0.6615739464759827	Pseudoalkaloids	0.518990159034729	Purine alkaloids	0.5273222923278809	1		C10H12O4									[1M-(H)1]1-			196.07356	1.113	SNWXLIFDYHJNQB	O=C(O)CC1OC(=O)C2=CCCCC21	0003408	Organic compounds	Organoheterocyclic compounds	Isobenzofurans	Isobenzofurans				Magnoliopsida		0.000789277343756112		2	1	0	0.4	0.75	0.324824824824825
