	msms_score	matched_peaks	feature_id	reference_id	adduct	charge	ionmode	instrument	instrument_type	comment	inchikey	inchi	smiles	compound_name	Spectral_library_ID	Spectral_library
25	0.7769922239084958	5	32	42848		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005738596; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	OC(=O)CCCCCCC(O)=O	Octanedioic acid	CCMSLIB00005738596	GNPS
26	0.8187905938031056	6	32	76609		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006678875; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	C(CCCC(=O)O)CCC(=O)O	SUBERIC ACID	CCMSLIB00006678875	GNPS
27	0.9973343784129546	6	32	76732		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679202; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	C(CCCC(=O)O)CCC(=O)O	SUBERIC ACID	CCMSLIB00006679202	GNPS
28	0.997521101585395	6	32	76918		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679718; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	C(CCCC(=O)O)CCC(=O)O	SUBERIC ACID	CCMSLIB00006679718	GNPS
29	0.7619055140168126	6	32	77416		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006680874; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	C(CCCC(=O)O)CCC(=O)O	SUBERIC ACID	CCMSLIB00006680874	GNPS
30	0.9847171176372133	7	32	77467		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681012; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	C(CCCC(=O)O)CCC(=O)O	SUBERIC ACID	CCMSLIB00006681012	GNPS
31	0.9359879644598691	5	32	77623		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681414; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	C(CCCC(=O)O)CCC(=O)O	SUBERIC ACID	CCMSLIB00006681414	GNPS
32	0.8621460210372781	7	32	78673		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006683929; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	C(CCCC(=O)O)CCC(=O)O	SUBERIC ACID	CCMSLIB00006683929	GNPS
33	0.9793022538212207	6	32	81292		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113986; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006113986	GNPS
34	0.9797439968746042	6	32	81293		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113989; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006113989	GNPS
35	0.975589883739965	6	32	81294		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113993; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006113993	GNPS
36	0.9786467199487174	6	32	81295		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113995; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006113995	GNPS
37	0.978471120433181	6	32	81296		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113998; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006113998	GNPS
38	0.9193367221252543	6	32	81297		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114001; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 30.0 eV	CCMSLIB00006114001	GNPS
39	0.8950200885201681	5	32	81298		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114004; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 30.0 eV	CCMSLIB00006114004	GNPS
40	0.9961947691500544	6	32	81301		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114012; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006114012	GNPS
41	0.9961796078710707	6	32	81302		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114015; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006114015	GNPS
42	0.9961306306266736	6	32	81303		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114018; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006114018	GNPS
43	0.9959083833989196	6	32	81304		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114020; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006114020	GNPS
44	0.995224455941486	6	32	81305		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114023; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 40.0 eV	CCMSLIB00006114023	GNPS
45	0.8984176617739126	5	32	81306		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114026; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 30.0 eV	CCMSLIB00006114026	GNPS
46	0.8978711326064545	5	32	81307		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006114029; origin=GNPS	TYFQFVWCELRYAO-UHFFFAOYSA-N	N/A	C(CCCC(=O)O)CCC(=O)O	Suberic acid - 30.0 eV	CCMSLIB00006114029	GNPS
47	0.9810160736975319	5	32	87128		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006126117; origin=GNPS	DKMROQRQHGEIOW-UHFFFAOYSA-N	N/A	CCOC(=O)CCC(=O)OCC	2377 - 40.0 eV	CCMSLIB00006126117	GNPS
48	0.7487193516315805	8	37	3858		-1	negative	Q-Exactive Plus	LC-ESI-Q-Exactive Plus	DB#=CCMSLIB00000578314; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	N/A	COC1=C(C=CC(=C1)C=CC(=O)O)O	FERULATE	CCMSLIB00000578314	GNPS
49	0.740305728164196	10	37	5525		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005464302; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=C(O)C=CC(\C=C\C(O)=O)=C1	FERULATE	CCMSLIB00005464302	GNPS
50	0.7426149484561054	7	37	28836		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111252; origin=GNPS	QURCVMIEKCOAJU-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1ccc(C=CC(=O)O)cc1O	Isoferulic acid CollisionEnergy:102040	CCMSLIB00010111252	GNPS
51	0.7543353889613973	6	37	28982		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111581; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111581	GNPS
52	0.7675355587027299	7	37	28983		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111585; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111585	GNPS
53	0.7650767681081513	7	37	28984		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111586; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111586	GNPS
54	0.7764200147377821	7	37	28985		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111587; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111587	GNPS
55	0.7551884155685364	7	37	28986		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111589; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111589	GNPS
56	0.666356127414158	8	37	33182		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122587; origin=GNPS	QURCVMIEKCOAJU-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1ccc(C=CC(=O)O)cc1O	Isoferulic acid CollisionEnergy:205060	CCMSLIB00010122587	GNPS
57	0.7348479414086276	6	37	33327		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122916; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122916	GNPS
58	0.726043756903372	7	37	33328		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122920; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122920	GNPS
59	0.7265121379698287	7	37	33329		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122921; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122921	GNPS
60	0.7266316459153731	7	37	33330		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122922; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122922	GNPS
61	0.739165796354128	7	37	33331		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122924; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122924	GNPS
62	0.6983453832256287	7	37	43464		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005739928; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005739928	GNPS
63	0.7369361118027655	6	37	44147		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005741169; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005741169	GNPS
64	0.7262343828920654	6	37	44803		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005742443; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005742443	GNPS
65	0.7042854692270927	6	37	44913		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005742668; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005742668	GNPS
66	0.697146414509581	6	37	45725		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005744227; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005744227	GNPS
